,afemur,atibia,bfemur,btibia
1009,30243,15632,31920,13419
1010,30435,13739,31621,12258
1011,29785,11577,30829,10807
1012,7893,0,172,0
1013,10331,885,7082,15
1014,12640,4664,9630,282
1015,14320,6164,11841,2794
1016,16410,7497,13727,5468
1017,17773,8855,15328,7472
1018,20151,10536,16824,10176
1019,22458,13302,18156,10524
1020,18509,15018,19243,11790
1021,16952,16258,18713,12748
1022,16564,16819,17859,13345
1023,16197,17700,15918,14064
1024,16542,19002,13615,14446
1025,17520,18325,13503,13393
1026,20524,19218,14613,13512
1027,22589,18664,18743,14228
1028,24094,18091,20006,13912
1029,24764,17764,24398,13467
1030,24591,17130,25819,12633
1031,20550,16079,25741,11933
1032,17883,12781,22713,10991
1033,14815,10089,17727,10156
1034,11663,9008,14719,9148
1035,17331,7209,15161,5226
1036,19112,10069,17019,6838
1037,21257,12049,19304,9826
1038,24032,14340,21455,12153
1039,26852,15983,23465,13385
1040,29536,17204,25851,14292
1041,30500,17805,27717,15221
1042,28963,18758,30014,15842
1043,26142,19627,28091,16339
1044,23464,20172,24912,17061
1045,22762,19839,23620,17068
1046,22411,19456,22970,16851
1047,22504,18421,22853,15567
1048,24091,17989,23493,14813
1049,26722,16909,24928,14297
1050,29804,16434,28003,14723
1051,31445,16061,30094,14702
1052,33023,15246,31995,13769
1053,33585,14494,33499,13045
1054,33707,14236,34123,12404
1055,31812,14053,33573,12092
1056,27749,12915,32693,11534
1057,24835,11943,27589,10616
1058,12076,1582,11976,1808
1059,13919,3906,13547,5264
1060,15569,5119,14882,6057
1061,17580,6402,16867,6791
1062,19441,8098,18897,8124
1063,21161,9436,20376,10015
1064,22965,10344,21962,11022
1065,26020,11100,23074,12061
1066,26034,11776,22469,13007
1067,25069,12289,21997,13900
1068,24109,12899,21415,14441
1069,23628,13402,21076,14148
1070,23930,12986,21216,14643
1071,23495,12971,21922,14764
1072,24955,13839,23283,14805
1073,27300,13384,25967,14361
1074,29350,12512,28276,13761
1075,30180,12233,29115,13365
1076,29419,11877,29254,12776
1077,27389,11830,27561,12301
1078,23062,10936,22098,12486
1079,21160,10952,18994,11811
1080,17843,10033,15046,10146
1081,6890,3,3067,0
1082,9555,892,5069,37
1083,11340,3504,9288,0
1084,13107,3991,11495,2245
1085,14355,5700,13738,4199
1086,15852,7216,15308,5530
1087,17053,9290,16514,6714
1088,17432,11489,17025,8795
1089,15872,13291,15643,11095
1090,15174,14393,14777,13687
1091,14679,16018,13691,15560
1092,14503,16736,13504,16839
1093,14326,17357,12464,18058
1094,14944,16798,12580,19524
1095,16080,17855,13510,19278
1096,17886,17252,15422,19902
1097,19585,16721,17361,19206
1098,20619,15427,18778,17951
1099,20539,13311,19215,16602
1100,17319,9706,18225,12769
1101,16320,8188,16394,10141
1102,13115,7231,14237,8400
1103,7913,6093,10666,7791
1104,0,0,3531,0
1105,7538,538,8674,1192
1106,10740,2386,11125,2785
1107,12964,4123,13034,5018
1108,14607,4950,14366,6438
1109,16276,6494,15305,8770
1110,17911,8217,16383,10260
1111,20427,10308,17072,11887
1112,20551,11780,17012,13078
1113,18943,12787,16590,13861
1114,18450,14258,17485,14635
1115,18455,13643,17340,14689
1116,18678,13895,17577,14382
1117,20138,12908,18618,14248
1118,21472,13812,19911,14446
1119,24207,13068,23128,13632
1120,26248,12568,25186,12687
1121,26747,12020,27187,12050
1122,25910,11270,28169,11050
1123,19883,10411,28205,9956
1124,17019,8681,25965,7451
1125,13483,7336,17340,6413
1126,9745,6510,11300,5827
1127,3242,0,7257,1265
1128,9897,2193,9129,2790
1129,11976,4368,11428,4447
1130,13526,5564,12893,5683
1131,15027,6687,14106,8479
1132,16384,8324,15089,9313
1133,17518,10860,15929,10598
1134,17837,11808,16513,11352
1135,15792,12811,15452,12315
1136,16833,14071,15281,13438
1137,16906,15289,17190,13430
1138,16989,14629,17314,12153
1139,17115,15141,17548,12653
1140,18058,15102,18066,13447
1141,19227,14744,19372,13226
1142,20690,14703,21352,12851
1143,23008,14455,23660,12333
1144,25476,14018,26272,11814
1145,26945,13152,28460,11415
1146,27667,12429,29439,10418
1147,24987,10447,28844,9120
1148,16243,8470,25534,8184
1149,11682,7360,16029,7392
1150,0,0,0,0
1151,7809,1152,0,0
1152,10479,3350,7,0
1153,12809,5448,7088,1064
1154,14461,6182,15193,5299
1155,16058,8300,16665,6926
1156,17357,9594,17641,8116
1157,18700,10142,20096,9314
1158,21352,11389,21219,11022
1159,19555,12590,19815,11799
1160,19114,13231,19649,13395
1161,18850,12334,18922,13234
1162,18593,12607,18331,12649
1163,18564,13186,17700,13037
1164,19902,13754,19828,13881
1165,22145,13599,21347,14276
1166,24090,13147,23613,13563
1167,26074,12623,25493,12987
1168,26881,11600,26462,12331
1169,27229,11017,26585,11640
1170,26044,9582,27407,10545
1171,20235,7752,17292,8884
1172,19421,6408,13964,7377
1173,2897,0,0,0
1174,7536,0,1210,0
1175,10147,108,7501,368
1176,11719,3674,10056,1777
1177,13025,6157,11821,3993
1178,14378,8581,13322,5681
1179,16133,11857,15438,6914
1180,17263,11776,16642,9389
1181,18744,14405,16589,12828
1182,16350,15694,15113,14795
1183,15899,16045,13384,16967
1184,15624,15930,12608,18067
1185,15658,15750,12081,18955
1186,16281,15493,12175,17786
1187,17569,15203,12884,19879
1188,19418,14472,14645,20121
1189,21696,14734,16614,19207
1190,23444,12134,18615,17026
1191,24626,10112,20134,13827
1192,24762,8975,20844,10493
1193,22444,7088,20488,8546
1194,15156,5782,16627,7284
1195,10420,4738,11800,5998
1196,0,0,2199,0
1197,0,0,6928,650
1198,8877,520,9908,2400
1199,11199,2025,11706,4103
1200,13131,3821,13068,5684
1201,14911,6361,14313,6939
1202,17164,7110,15916,8225
1203,20929,8847,17259,9196
1204,21659,9900,20123,10305
1205,19885,11112,18223,11332
1206,18603,11988,18150,12088
1207,17862,13108,17287,12503
1208,17372,13257,17249,12239
1209,17297,13148,17795,12249
1210,18221,13434,18898,13028
1211,20243,13994,20995,13247
1212,22132,14067,22751,13081
1213,22936,13894,24156,12499
1214,22766,13542,25600,11852
1215,19341,13283,23242,11224
1216,17039,12526,18769,10434
1217,14850,11119,15900,9043
1218,12191,9400,12162,7767
1219,10027,3144,10016,904
1220,12631,3980,12272,4305
1221,14155,6348,13821,5945
1222,15727,8135,15831,6630
1223,17205,9762,17942,8282
1224,18350,11494,19550,10647
1225,19180,12885,23064,12662
1226,19849,13716,24814,13864
1227,20553,15066,22479,15178
1228,20045,15870,21190,16577
1229,20801,15530,20652,16818
1230,20926,15476,20330,16863
1231,20983,15328,20761,16533
1232,21704,15349,21464,16772
1233,22973,15368,22362,16708
1234,24964,14636,24148,16076
1235,26875,14481,26201,15608
1236,28527,13777,27576,15230
1237,29554,13245,28116,14466
1238,29816,12726,27568,13865
1239,27577,12183,22724,13409
1240,21546,11247,19625,12403
1241,17355,9600,16582,11512
1242,4095,138,8874,0
1243,10130,223,11069,2099
1244,11613,3376,13336,3340
1245,13140,6198,14928,6559
1246,15450,8472,16775,8683
1247,17303,9098,18178,10525
1248,18877,10223,19270,11951
1249,19941,9560,20200,13051
1250,21416,11053,21389,14125
1251,20015,14948,20189,14954
1252,20372,17156,21332,15887
1253,20776,17634,21511,17593
1254,20773,19934,21385,19159
1255,20728,22500,21924,19953
1256,21469,23178,21793,20060
1257,22075,22827,24128,19521
1258,22306,22992,25904,19718
1259,26347,22111,27553,20093
1260,28292,22446,29095,19477
1261,28439,22238,29950,18921
1262,28867,21455,31466,18130
1263,30476,20635,31823,17720
1264,29924,19233,31913,16800
1265,8530,0,10655,2835
1266,10686,1260,12405,3379
1267,12563,3624,13810,5050
1268,13894,5436,15273,5916
1269,15462,5991,17015,7668
1270,16905,7467,17938,7962
1271,18984,8914,19133,9669
1272,20986,10768,18232,10848
1273,18301,11815,18344,12259
1274,18180,13458,18172,12954
1275,17962,13847,18221,13577
1276,18107,13325,18889,13928
1277,18776,13697,20029,13784
1278,19905,14025,22440,14055
1279,21731,14365,24493,14239
1280,22882,14245,25979,13805
1281,23908,14446,26383,13265
1282,25712,13558,26480,12751
1283,25659,12559,23889,11835
1284,23555,11921,20216,9885
1285,19411,10206,17375,9258
1286,17095,9355,13203,8254
1287,14655,8136,9420,7037
1288,5435,0,7244,0
1289,9786,0,10966,906
1290,13387,770,13976,5052
1291,16475,1799,16524,8654
1292,18940,5242,18969,10583
1293,21217,6900,20649,12237
1294,23957,9744,22723,13636
1295,27103,11676,24536,15248
1296,27986,13233,25440,16120
1297,27215,14365,23731,16074
1298,25819,15516,23372,16952
1299,24453,16057,23259,16657
1300,23950,17137,22838,18438
1301,23658,18642,22682,19179
1302,23994,18957,23027,19538
1303,25076,19074,26697,19143
1304,28162,19177,30247,18802
1305,29893,18960,30850,18915
1306,31161,18579,32274,18475
1307,32526,18534,33280,17786
1308,33345,18033,33879,16796
1309,33912,17589,34030,16003
1310,33716,16901,33793,14011
1311,5563,221,108,0
1312,9791,3352,6336,0
1313,11852,4913,8836,1654
1314,13772,6640,10901,3631
1315,15218,8318,13024,5980
1316,16486,9327,14477,7181
1317,18144,10386,16356,9205
1318,19229,11311,17664,9981
1319,19823,11748,18663,10738
1320,19836,12429,19323,11498
1321,19446,12859,19575,12149
1322,19508,12769,19467,12685
1323,19641,12552,19144,12274
1324,20265,12284,19265,12481
1325,22366,11655,19616,12019
1326,24049,11177,21168,11891
1327,25942,10807,23331,11506
1328,26709,10243,25145,11259
1329,26628,9038,26364,10551
1330,21474,7749,26832,10709
1331,16094,6748,25736,9871
1332,11790,5947,18125,7933
1333,8034,4256,14281,6241
1334,175,0,0,0
1335,3879,0,3010,0
1336,9031,2383,10141,1246
1337,11346,4181,12361,3711
1338,13504,6638,16023,5802
1339,15491,8188,19293,7894
1340,16529,10435,19959,9453
1341,17758,11511,20431,11433
1342,17997,12523,20112,12563
1343,17059,13403,17364,13913
1344,16658,14009,16743,14622
1345,16110,12762,16147,14722
1346,16166,14372,16287,14833
1347,17402,14198,17126,15311
1348,18034,14196,18619,15224
1349,20444,14026,20907,15041
1350,23379,13551,22799,14758
1351,24858,12956,23303,14233
1352,26352,11918,22279,13039
1353,26284,11278,17028,12127
1354,23474,9715,14004,9962
1355,14795,8486,11311,8506
1356,9126,7194,7622,7238
1357,11034,3777,11271,5525
1358,12523,5094,12973,6829
1359,14343,6746,14407,7585
1360,16206,9273,15623,9113
1361,17917,10342,17534,11154
1362,19602,11558,19062,12068
1363,20782,12345,20258,12224
1364,22524,13129,19969,13236
1365,22366,13946,21733,14687
1366,23017,14591,22269,13248
1367,21901,14519,22328,14834
1368,22359,14468,22247,13447
1369,22337,14297,22412,14497
1370,22580,14024,24099,14366
1371,23046,13861,25390,14211
1372,24702,13076,23998,13268
1373,27303,12514,28369,12921
1374,29316,11731,30383,12532
1375,30487,11289,29973,12196
1376,30565,10770,30738,11971
1377,29323,9955,30058,10955
1378,27671,8871,26646,9653
1379,20952,7523,19338,8156
1380,6977,0,6140,387
1381,10321,2315,11885,3644
1382,12636,4462,14313,4773
1383,14518,5615,15967,5856
1384,15990,7466,17960,7809
1385,17669,9233,20685,9668
1386,19634,10032,23834,10942
1387,22198,10550,24936,11412
1388,21984,11786,22686,12543
1389,20325,12489,20809,13783
1390,19565,13608,20032,14483
1391,19008,14291,19985,14177
1392,18960,13890,19997,13931
1393,19763,13745,20969,15024
1394,21922,13800,23230,14844
1395,24763,13291,25339,13883
1396,26783,12891,26714,13071
1397,28100,12452,27004,12411
1398,29425,11818,26786,11755
1399,28440,11136,23832,11107
1400,25805,10328,19909,10828
1401,19333,8962,15476,8721
1402,11013,7146,11807,6641
1403,5394,214,4202,0
1404,8492,2221,8225,2604
1405,10251,5259,10524,4931
1406,12174,7531,12043,8943
1407,14029,10517,13498,10054
1408,16013,13284,14753,12499
1409,17792,14697,16076,14970
1410,18628,16575,16924,15988
1411,18128,17941,17090,16692
1412,18027,18896,18128,17588
1413,18540,20274,18765,18241
1414,18497,20930,19249,18941
1415,18481,22012,20346,19289
1416,18270,22701,20517,19354
1417,18143,23400,20805,19277
1418,18490,23633,21919,19765
1419,21582,23211,25022,19702
1420,22977,23338,26236,19266
1421,24026,22284,27038,18585
1422,25035,20086,27987,17637
1423,25988,17665,28714,14360
1424,26314,13868,28485,11184
1425,26145,11156,27627,9827
1426,12027,1610,14901,2034
1427,14724,2214,16885,3265
1428,16617,4892,19230,5652
1429,19178,6612,21833,7165
1430,21658,8290,23916,10442
1431,24020,10845,25207,10428
1432,25634,14047,25350,13867
1433,25685,15767,22705,15894
1434,25297,17189,20548,17828
1435,20675,18339,19306,19527
1436,18536,20902,18336,20853
1437,17372,22458,17807,21196
1438,17199,22654,18298,21249
1439,17929,22502,19307,21718
1440,19939,21890,22055,21471
1441,22309,21554,25578,21328
1442,25832,21508,26950,21313
1443,26882,20799,27747,20737
1444,27758,19795,27651,19845
1445,28387,17317,26631,18968
1446,28121,14105,23351,15475
1447,24137,13301,20267,14766
1448,20533,12411,15981,12639
1449,10747,0,9654,0
1450,12080,990,11453,962
1451,14237,5038,13257,2241
1452,15909,6558,14605,6054
1453,17477,9390,15921,7635
1454,18591,11037,16725,9595
1455,19356,13072,17573,11363
1456,18890,14828,17062,14157
1457,19557,15619,17416,15565
1458,20425,16278,18947,16243
1459,20708,18080,19241,17689
1460,20997,18993,19719,19108
1461,20826,19700,20010,19157
1462,20883,20010,19986,20628
1463,21631,19664,21401,20871
1464,25385,19866,25673,21195
1465,26687,20134,27511,21195
1466,28705,19724,28653,21149
1467,30138,19777,30124,21350
1468,31319,19358,30443,21194
1469,30919,18206,30956,20207
1470,30561,16942,30555,18241
1471,29358,15201,28848,16301
1472,16431,3076,17211,6961
1473,18704,5139,18815,8432
1474,21291,7370,20646,9966
1475,23044,9060,22572,12249
1476,24128,10742,24205,14721
1477,22897,12939,24684,17167
1478,20767,15928,22205,19314
1479,20061,18045,20993,21075
1480,19557,20883,19831,22642
1481,18479,22597,18955,23369
1482,17804,23247,18373,23173
1483,16798,23327,18066,23475
1484,16744,23768,18310,23766
1485,17292,24144,19073,23612
1486,18537,24936,20189,23128
1487,21497,25995,22841,22495
1488,23401,24781,25115,21791
1489,24983,24977,26861,20989
1490,25770,23475,28188,18961
1491,26006,22609,28680,17336
1492,25654,22221,28096,14420
1493,22389,19367,24056,12794
1494,19373,14730,19904,11795
1495,56,0,6719,0
1496,10415,1300,10727,906
1497,13078,2683,13254,2170
1498,15602,4871,15470,4851
1499,17486,6800,17278,6150
1500,19394,8747,18589,7937
1501,21184,10319,20005,9703
1502,23400,11579,21812,12455
1503,20791,13080,20144,13882
1504,19777,14759,19373,15183
1505,19050,15396,18804,16633
1506,18906,14984,18474,17192
1507,18714,14565,18322,17503
1508,19260,14534,18560,17311
1509,20257,14893,18985,16808
1510,22397,14297,21004,15632
1511,23978,13672,22920,13802
1512,24924,12956,24480,13502
1513,25070,11841,26048,12974
1514,24406,11339,26125,11784
1515,17796,11324,20729,10900
1516,15733,9869,18430,9580
1517,10757,7767,14432,7738
1518,8602,0,7677,0
1519,11861,431,11556,1451
1520,13449,2117,13316,3358
1521,15317,3417,14807,4173
1522,17213,4810,15970,5591
1523,18540,5802,17521,6842
1524,19192,7360,18947,8521
1525,19129,8658,19317,11152
1526,15971,11296,16945,14474
1527,15228,14967,15231,17269
1528,14553,17144,14487,18650
1529,13850,18271,14047,19324
1530,14602,18515,14178,20619
1531,16001,19495,15296,20862
1532,18699,19941,18045,20398
1533,20742,20046,19956,19170
1534,21888,19728,21410,19401
1535,22707,18774,22505,19273
1536,22247,17842,22663,13972
1537,18489,15022,21187,12231
1538,15520,12153,18143,10431
1539,12514,11526,15250,8719
1540,8777,9751,11953,8113
1541,6088,0,3440,0
1542,8459,1853,7120,1009
1543,9998,3329,8757,1949
1544,11608,4503,10165,3315
1545,12851,6789,11652,5040
1546,13664,7973,13105,6515
1547,14530,10318,14086,7274
1548,13606,12323,14013,8996
1549,13834,14312,14241,11695
1550,14339,15412,14178,14164
1551,15339,17243,14849,17026
1552,16281,18002,15317,18089
1553,16618,18417,15617,19101
1554,16880,17083,15827,18761
1555,16920,18011,16065,19454
1556,21726,18123,20075,19106
1557,23084,17814,20359,20198
1558,24602,17967,21738,19003
1559,25818,17268,23166,19112
1560,26057,15332,23620,17284
1561,25195,11950,23230,15571
1562,22546,10195,21689,13843
1563,17532,8955,17438,11552
1564,19153,7234,17945,6696
1565,20726,9149,19781,9156
1566,23630,11641,21301,12003
1567,25727,14659,22784,13994
1568,27984,16722,24091,15315
1569,28656,17639,25040,16431
1570,26421,18873,25424,17207
1571,23692,20149,23394,18141
1572,22280,21384,22336,19058
1573,21575,22732,21863,19793
1574,20844,24405,21303,19483
1575,20532,23948,21382,18535
1576,21063,22566,21741,17614
1577,22610,21678,22869,17011
1578,24243,20422,25196,15987
1579,27084,19230,28085,15783
1580,29596,19171,31070,15594
1581,31141,18385,33350,15164
1582,31823,17753,35088,14858
1583,32120,17333,36321,14533
1584,31082,16194,36465,14107
1585,26901,16180,35520,12538
1586,24469,13976,33339,11496
1587,22,428,4974,0
1588,7609,2286,7483,1214
1589,9492,4636,9220,3865
1590,11229,6034,11185,5446
1591,12681,8318,12783,7294
1592,14503,10945,14351,9522
1593,15649,13214,15404,11566
1594,16578,14693,16572,14396
1595,16916,15446,16549,15381
1596,16427,16536,15689,16361
1597,17098,17359,16039,17565
1598,17502,17748,16473,18247
1599,17928,17928,16398,18762
1600,18927,17079,16859,18641
1601,19682,17884,20119,18619
1602,24133,17666,22443,18459
1603,25290,17194,23366,18173
1604,26680,16634,24927,17846
1605,27855,14971,26017,15670
1606,28469,11884,26771,12380
1607,28537,10107,26788,10556
1608,27783,8840,26242,9361
1609,25879,7456,23740,8009
1610,11032,4759,7893,3237
1611,13192,7574,10273,5071
1612,14449,9907,12390,8470
1613,19645,10811,14026,9759
1614,20574,13411,15699,11809
1615,20121,14627,17242,12708
1616,23239,15692,19513,13681
1617,23423,16489,21958,14717
1618,22699,17356,20249,15738
1619,20842,18056,20146,16257
1620,19922,18050,19716,16535
1621,19877,18088,19584,15631
1622,20321,17866,19667,15908
1623,20658,17606,19811,16453
1624,21255,18217,20532,16453
1625,22782,17974,22377,16526
1626,24157,16656,24422,15786
1627,26807,16193,26188,15307
1628,27358,14964,27583,14556
1629,27708,13769,28135,13297
1630,27635,12264,27227,12251
1631,22061,10933,23912,10396
1632,19696,10272,20776,9588
1633,11990,4004,15844,6627
1634,13340,5889,20336,9251
1635,12577,8316,21034,12577
1636,15934,10122,24255,14736
1637,20237,13838,25116,15346
1638,21975,15255,27826,16871
1639,23818,16598,30060,17820
1640,25438,17372,29073,18805
1641,25240,18560,26565,18699
1642,23392,19451,22646,20696
1643,22349,19999,23064,21932
1644,20928,20564,21180,20110
1645,20497,19684,20530,18319
1646,20414,18780,22058,17824
1647,20874,18064,22541,17267
1648,22392,17874,24775,16823
1649,25002,16670,29211,16827
1650,28369,16107,29789,15889
1651,30363,15521,31456,15247
1652,32010,15042,31946,13720
1653,32504,13756,31754,12573
1654,32746,12172,27363,11224
1655,26872,10611,25458,9905
